________,City,Province,Country,StationId,Latitude,Longitude,Time Zone,Elevation,Filename
CWEEDS2011,SHAWINIGAN,QC,CAN,7018001,46.56,-72.73,-5.00,110.0                                                           ,CAN_QC_SHAWINIGAN_7018001_CWEEDS2011_T_N
CWEEDS2011,ST-ANICET 1,QC,CAN,702FQLF,45.12,-74.29,-5.00, 49.1                                                          ,CAN_QC_ST-ANICET-1_702FQLF_CWEEDS2011_T_N
CWEEDS2011,ST-JOVITE,QC,CAN,703GDKB,46.08,-74.56,-5.00,238.5                                                            ,CAN_QC_ST-JOVITE_703GDKB_CWEEDS2011_T_N
CWEEDS2011,STE-ANNE-DE-BELLEVUE 1,QC,CAN,702FHL8,45.43,-73.93,-5.00, 39.0                                               ,CAN_QC_STE-ANNE-DE-BELLEVUE-1_702FHL8_CWEEDS2011_T_N
CWEEDS2011,STE-CLOTHILDE,QC,CAN,7027039,45.17,-73.68,-5.00, 53.0                                                        ,CAN_QC_STE-CLOTHILDE_7027039_CWEEDS2011_T_N
CWEEDS2011,STE-FOY (U. LAVAL),QC,CAN,701Q004,46.78,-71.29,-5.00, 91.4                                                   ,CAN_QC_STE-FOY-(U.-LAVAL)_701Q004_CWEEDS2011_T_N
CWEEDS2011,VAL-D'OR A,QC,CAN,7098600,49.76,-77.80,-5.00,337.4                                                           ,CAN_QC_VAL-D'OR-A_7098600_CWEEDS2011_T_N
CWEEDS2011,VARENNES,QC,CAN,702327X,45.72,-73.38,-5.00, 17.9                                                             ,CAN_QC_VARENNES_702327X_CWEEDS2011_T_N
CWEEDS2011,ASSINIBOIA AIRPORT,SK,CAN,4020286,49.73,-105.95,-6.00,725.5                                                  ,CAN_SK_ASSINIBOIA-AIRPORT_4020286_CWEEDS2011_T_N
CWEEDS2011,BROADVIEW,SK,CAN,4010879,50.37,-102.57,-6.00,599.8                                                           ,CAN_SK_BROADVIEW_4010879_CWEEDS2011_T_N
CWEEDS2011,BUFFALO NARROWS (AUT),SK,CAN,4060983,55.84,-108.42,-6.00,440.1                                               ,CAN_SK_BUFFALO-NARROWS-(AUT)_4060983_CWEEDS2011_T_N
CWEEDS2011,CORONACH SPC,SK,CAN,40318MN,49.05,-105.48,-6.00,756.0                                                        ,CAN_SK_CORONACH-SPC_40318MN_CWEEDS2011_T_N
CWEEDS2011,CYPRESS HILLS PARK,SK,CAN,4031999,49.64,-109.51,-6.00,1270.6                                                 ,CAN_SK_CYPRESS-HILLS-PARK_4031999_CWEEDS2011_T_N
CWEEDS2011,EASTEND CYPRESS (AUT),SK,CAN,4032322,49.44,-108.99,-6.00,1079.6                                              ,CAN_SK_EASTEND-CYPRESS-(AUT)_4032322_CWEEDS2011_T_N
CWEEDS2011,ELBOW CS,SK,CAN,4022359,51.13,-106.58,-6.00,595.0                                                            ,CAN_SK_ELBOW-CS_4022359_CWEEDS2011_T_N
CWEEDS2011,ESTEVAN A,SK,CAN,4012400,49.22,-102.97,-6.00,580.3                                                           ,CAN_SK_ESTEVAN-A_4012400_CWEEDS2011_T_N
CWEEDS2011,HUDSON BAY(AUT),SK,CAN,4083324,52.82,-102.32,-6.00,358.1                                                     ,CAN_SK_HUDSON-BAY(AUT)_4083324_CWEEDS2011_T_N
CWEEDS2011,INDIAN HEAD CDA,SK,CAN,4013480,50.55,-103.65,-6.00,579.1                                                     ,CAN_SK_INDIAN-HEAD-CDA_4013480_CWEEDS2011_T_N
CWEEDS2011,ISLAND FALLS (AUT),SK,CAN,4063605,55.53,-102.35,-6.00,297.4                                                  ,CAN_SK_ISLAND-FALLS-(AUT)_4063605_CWEEDS2011_T_N
CWEEDS2011,JIMMY LAKE AWOS,SK,CAN,4063623,54.91,-109.96,-6.00,637.1                                                     ,CAN_SK_JIMMY-LAKE-AWOS_4063623_CWEEDS2011_T_N
CWEEDS2011,KEY LAKE A,SK,CAN,4063757,57.25,-105.60,-6.00,513.9                                                          ,CAN_SK_KEY-LAKE-A_4063757_CWEEDS2011_T_N
CWEEDS2011,KINDERSLEY A,SK,CAN,4043901,51.52,-109.18,-6.00,693.7                                                        ,CAN_SK_KINDERSLEY-A_4043901_CWEEDS2011_T_N
CWEEDS2011,LA RONGE A,SK,CAN,4064155,55.15,-105.27,-6.00,379.2                                                          ,CAN_SK_LA-RONGE-A_4064155_CWEEDS2011_T_N
CWEEDS2011,LAST MOUNTAIN CS,SK,CAN,4014156,51.42,-105.25,-6.00,497.0                                                    ,CAN_SK_LAST-MOUNTAIN-CS_4014156_CWEEDS2011_T_N
CWEEDS2011,LEADER AIRPORT,SK,CAN,402DAF0,50.91,-109.50,-6.00,675.5                                                      ,CAN_SK_LEADER-AIRPORT_402DAF0_CWEEDS2011_T_N
CWEEDS2011,LUCKY LAKE,SK,CAN,4024714,50.95,-107.15,-6.00,664.7                                                          ,CAN_SK_LUCKY-LAKE_4024714_CWEEDS2011_T_N
CWEEDS2011,MAPLE CREEK,SK,CAN,4024919,49.90,-109.47,-6.00,766.7                                                         ,CAN_SK_MAPLE-CREEK_4024919_CWEEDS2011_T_N
CWEEDS2011,MEADOW LAKE,SK,CAN,406N0NM,54.13,-108.52,-6.00,481.0                                                         ,CAN_SK_MEADOW-LAKE_406N0NM_CWEEDS2011_T_N
CWEEDS2011,MELFORT,SK,CAN,4055079,52.82,-104.60,-6.00,490.0                                                             ,CAN_SK_MELFORT_4055079_CWEEDS2011_T_N
CWEEDS2011,MOOSE JAW CS,SK,CAN,4015322,50.33,-105.54,-6.00,577.0                                                        ,CAN_SK_MOOSE-JAW-CS_4015322_CWEEDS2011_T_N
CWEEDS2011,NIPAWIN,SK,CAN,407N51G,53.33,-104.00,-6.00,371.9                                                             ,CAN_SK_NIPAWIN_407N51G_CWEEDS2011_T_N
CWEEDS2011,NORTH BATTLEFORD,SK,CAN,4045695,52.77,-108.24,-6.00,548.3                                                    ,CAN_SK_NORTH-BATTLEFORD_4045695_CWEEDS2011_T_N
CWEEDS2011,OUTLOOK PFRA,SK,CAN,4055736,51.48,-107.05,-6.00,541.0                                                        ,CAN_SK_OUTLOOK-PFRA_4055736_CWEEDS2011_T_N
CWEEDS2011,PRINCE ALBERT A,SK,CAN,4056241,53.21,-105.67,-6.00,428.2                                                     ,CAN_SK_PRINCE-ALBERT-A_4056241_CWEEDS2011_T_N
CWEEDS2011,REGINA INTL A,SK,CAN,4016566,50.43,-104.67,-6.00,577.6                                                       ,CAN_SK_REGINA-INTL-A_4016566_CWEEDS2011_T_N
CWEEDS2011,ROCKGLEN (AUT),SK,CAN,4036844,49.17,-105.98,-6.00,917.0                                                      ,CAN_SK_ROCKGLEN-(AUT)_4036844_CWEEDS2011_T_N
CWEEDS2011,ROSETOWN EAST,SK,CAN,4046884,51.57,-107.92,-6.00,586.0                                                       ,CAN_SK_ROSETOWN-EAST_4046884_CWEEDS2011_T_N
CWEEDS2011,SASKATOON INTL A,SK,CAN,4057152,52.17,-106.70,-6.00,504.1                                                    ,CAN_SK_SASKATOON-INTL-A_4057152_CWEEDS2011_T_N
CWEEDS2011,SCOTT CDA,SK,CAN,4047240,52.36,-108.83,-6.00,659.6                                                           ,CAN_SK_SCOTT-CDA_4047240_CWEEDS2011_T_N
CWEEDS2011,SOUTHEND,SK,CAN,4067655,56.33,-103.28,-6.00,344.1                                                            ,CAN_SK_SOUTHEND_4067655_CWEEDS2011_T_N
CWEEDS2011,SPIRITWOOD WEST,SK,CAN,4067723,53.37,-107.55,-6.00,584.3                                                     ,CAN_SK_SPIRITWOOD-WEST_4067723_CWEEDS2011_T_N
CWEEDS2011,STONY RAPIDS A,SK,CAN,4067PR5,59.25,-105.83,-6.00,245.5                                                      ,CAN_SK_STONY-RAPIDS-A_4067PR5_CWEEDS2011_T_N
CWEEDS2011,SWIFT CURRENT CDA,SK,CAN,4028060,50.27,-107.73,-6.00,825.0                                                   ,CAN_SK_SWIFT-CURRENT-CDA_4028060_CWEEDS2011_T_N
CWEEDS2011,SWIFT CURRENT,SK,CAN,4028038,50.29,-107.69,-6.00,816.9                                                       ,CAN_SK_SWIFT-CURRENT_4028038_CWEEDS2011_T_N
CWEEDS2011,VAL MARIE SOUTHEAST,SK,CAN,4038412,49.06,-107.59,-6.00,796.0                                                 ,CAN_SK_VAL-MARIE-SOUTHEAST_4038412_CWEEDS2011_T_N
CWEEDS2011,WASKESIU LAKE,SK,CAN,4068559,53.92,-106.07,-6.00,569.4                                                       ,CAN_SK_WASKESIU-LAKE_4068559_CWEEDS2011_T_N
CWEEDS2011,WATROUS EAST,SK,CAN,4018642,51.67,-105.40,-6.00,525.6                                                        ,CAN_SK_WATROUS-EAST_4018642_CWEEDS2011_T_N
CWEEDS2011,WEYBURN,SK,CAN,401HP5R,49.70,-103.80,-6.00,588.6                                                             ,CAN_SK_WEYBURN_401HP5R_CWEEDS2011_T_N
CWEEDS2011,WYNYARD (AUT),SK,CAN,40190LN,51.77,-104.20,-6.00,560.1                                                       ,CAN_SK_WYNYARD-(AUT)_40190LN_CWEEDS2011_T_N
CWEEDS2011,YORKTON,SK,CAN,4019075,51.26,-102.46,-6.00,498.3                                                             ,CAN_SK_YORKTON_4019075_CWEEDS2011_T_N
CWEEDS2011,MAYO A,YT,CAN,2100700,63.62,-135.87,-8.00,503.8                                                              ,CAN_YT_MAYO-A_2100700_CWEEDS2011_T_N
CWEEDS2011,WATSON LAKE A,YT,CAN,2101200,60.12,-128.82,-8.00,687.4                                                       ,CAN_YT_WATSON-LAKE-A_2101200_CWEEDS2011_T_N
CWEEDS2011,WHITEHORSE A,YT,CAN,2101300,60.71,-135.07,-8.00,706.2                                                        ,CAN_YT_WHITEHORSE-A_2101300_CWEEDS2011_T_N
