________,City,Province,Country,StationId,Latitude,Longitude,Time Zone,Elevation,Filename
CWEEDS2011,FORT SMITH A,NT,CAN,2202200,60.02,-111.96,-7.00,205.1                                                        ,CAN_NT_FORT-SMITH-A_2202200_CWEEDS2011_T_N
CWEEDS2011,HAY RIVER A,NT,CAN,2202400,60.84,-115.78,-7.00,164.9                                                         ,CAN_NT_HAY-RIVER-A_2202400_CWEEDS2011_T_N
CWEEDS2011,INUVIK A,NT,CAN,2202570,68.30,-133.48,-8.00, 67.7                                                            ,CAN_NT_INUVIK-A_2202570_CWEEDS2011_T_N
CWEEDS2011,NORMAN WELLS A,NT,CAN,2202800,65.28,-126.80,-8.00, 72.5                                                      ,CAN_NT_NORMAN-WELLS-A_2202800_CWEEDS2011_T_N
CWEEDS2011,YELLOWKNIFE A,NT,CAN,2204100,62.46,-114.44,-7.00,205.7                                                       ,CAN_NT_YELLOWKNIFE-A_2204100_CWEEDS2011_T_N
CWEEDS2011,BAKER LAKE A,NU,CAN,2300500,64.30,-96.08,-6.00, 18.6                                                         ,CAN_NU_BAKER-LAKE-A_2300500_CWEEDS2011_T_N
CWEEDS2011,CAMBRIDGE BAY A,NU,CAN,2400600,69.11,-105.14,-7.00, 31.1                                                     ,CAN_NU_CAMBRIDGE-BAY-A_2400600_CWEEDS2011_T_N
CWEEDS2011,CORAL HARBOUR A,NU,CAN,2301000,64.19,-83.36,-5.00, 62.2                                                      ,CAN_NU_CORAL-HARBOUR-A_2301000_CWEEDS2011_T_N
CWEEDS2011,EUREKA A,NU,CAN,2401200,79.98,-85.93,-6.00, 10.4                                                             ,CAN_NU_EUREKA-A_2401200_CWEEDS2011_T_N
CWEEDS2011,IQALUIT A,NU,CAN,2402590,63.75,-68.55,-5.00, 33.5                                                            ,CAN_NU_IQALUIT-A_2402590_CWEEDS2011_T_N
CWEEDS2011,KUGLUKTUK A,NU,CAN,2300902,67.82,-115.14,-7.00, 22.6                                                         ,CAN_NU_KUGLUKTUK-A_2300902_CWEEDS2011_T_N
CWEEDS2011,RANKIN INLET A,NU,CAN,2303401,62.82,-92.12,-6.00, 32.3                                                       ,CAN_NU_RANKIN-INLET-A_2303401_CWEEDS2011_T_N
CWEEDS2011,RESOLUTE CARS,NU,CAN,2403500,74.72,-94.97,-6.00, 67.7                                                        ,CAN_NU_RESOLUTE-CARS_2403500_CWEEDS2011_T_N
CWEEDS2011,TALOYOAK A,NU,CAN,2403854,69.55,-93.58,-6.00, 27.4                                                           ,CAN_NU_TALOYOAK-A_2403854_CWEEDS2011_T_N
CWEEDS2011,ALGONQUIN PARK EAST GATE,ON,CAN,6080192,45.53,-78.27,-5.00,397.0                                             ,CAN_ON_ALGONQUIN-PARK-EAST-GATE_6080192_CWEEDS2011_T_N
CWEEDS2011,ARMSTRONG (AUT),ON,CAN,6040325,50.29,-88.34,-5.00,322.5                                                      ,CAN_ON_ARMSTRONG-(AUT)_6040325_CWEEDS2011_T_N
CWEEDS2011,ATIKOKAN (AUT),ON,CAN,6020LPQ,48.76,-91.63,-5.00,389.3                                                       ,CAN_ON_ATIKOKAN-(AUT)_6020LPQ_CWEEDS2011_T_N
CWEEDS2011,BANCROFT AUTO,ON,CAN,616I001,45.07,-77.88,-5.00,330.7                                                        ,CAN_ON_BANCROFT-AUTO_616I001_CWEEDS2011_T_N
CWEEDS2011,BARRIE-ORO,ON,CAN,6117700,44.48,-79.55,-5.00,289.0                                                           ,CAN_ON_BARRIE-ORO_6117700_CWEEDS2011_T_N
CWEEDS2011,BIG TROUT LAKE A,ON,CAN,6010735,53.82,-89.90,-6.00,222.5                                                     ,CAN_ON_BIG-TROUT-LAKE-A_6010735_CWEEDS2011_T_N
CWEEDS2011,BORDEN AWOS,ON,CAN,611B002,44.27,-79.91,-5.00,222.5                                                          ,CAN_ON_BORDEN-AWOS_611B002_CWEEDS2011_T_N
CWEEDS2011,BURLINGTON PIERS (AUT),ON,CAN,6151061,43.30,-79.80,-5.00, 77.4                                               ,CAN_ON_BURLINGTON-PIERS-(AUT)_6151061_CWEEDS2011_T_N
CWEEDS2011,CAMERON FALLS (AUT),ON,CAN,6041110,49.15,-88.34,-5.00,232.6                                                  ,CAN_ON_CAMERON-FALLS-(AUT)_6041110_CWEEDS2011_T_N
CWEEDS2011,COBOURG (AUT),ON,CAN,6151684,43.95,-78.17,-5.00, 77.7                                                        ,CAN_ON_COBOURG-(AUT)_6151684_CWEEDS2011_T_N
CWEEDS2011,COLLINGWOOD,ON,CAN,6111792,44.50,-80.22,-5.00,179.8                                                          ,CAN_ON_COLLINGWOOD_6111792_CWEEDS2011_T_N
CWEEDS2011,DELHI CS,ON,CAN,6131983,42.87,-80.55,-5.00,231.7                                                             ,CAN_ON_DELHI-CS_6131983_CWEEDS2011_T_N
CWEEDS2011,DRYDEN REGIONAL,ON,CAN,6032125,49.83,-92.74,-6.00,412.7                                                      ,CAN_ON_DRYDEN-REGIONAL_6032125_CWEEDS2011_T_N
CWEEDS2011,EAR FALLS (AUT),ON,CAN,6012199,50.63,-93.22,-6.00,362.6                                                      ,CAN_ON_EAR-FALLS-(AUT)_6012199_CWEEDS2011_T_N
CWEEDS2011,EARLTON A,ON,CAN,6072223,47.70,-79.85,-5.00,243.4                                                            ,CAN_ON_EARLTON-A_6072223_CWEEDS2011_T_N
CWEEDS2011,EGBERT CS,ON,CAN,611E001,44.23,-79.78,-5.00,251.0                                                            ,CAN_ON_EGBERT-CS_611E001_CWEEDS2011_T_N
CWEEDS2011,ELORA RCS,ON,CAN,6142286,43.65,-80.42,-5.00,376.4                                                            ,CAN_ON_ELORA-RCS_6142286_CWEEDS2011_T_N
CWEEDS2011,ERIEAU (AUT),ON,CAN,613KLLM,42.25,-81.90,-5.00,178.0                                                         ,CAN_ON_ERIEAU-(AUT)_613KLLM_CWEEDS2011_T_N
CWEEDS2011,GERALDTON A,ON,CAN,6042716,49.78,-86.93,-5.00,348.4                                                          ,CAN_ON_GERALDTON-A_6042716_CWEEDS2011_T_N
CWEEDS2011,GODERICH,ON,CAN,6122847,43.77,-81.72,-5.00,213.7                                                             ,CAN_ON_GODERICH_6122847_CWEEDS2011_T_N
CWEEDS2011,GORE BAY CLIMATE,ON,CAN,6092920,45.88,-82.57,-5.00,193.5                                                     ,CAN_ON_GORE-BAY-CLIMATE_6092920_CWEEDS2011_T_N
CWEEDS2011,HAMILTON A,ON,CAN,6153193,43.17,-79.93,-5.00,237.7                                                           ,CAN_ON_HAMILTON-A_6153193_CWEEDS2011_T_N
CWEEDS2011,HAMILTON RBG CS,ON,CAN,6153301,43.29,-79.91,-5.00,102.0                                                      ,CAN_ON_HAMILTON-RBG-CS_6153301_CWEEDS2011_T_N
CWEEDS2011,HARROW CDA AUTO,ON,CAN,6133362,42.03,-82.90,-5.00,191.0                                                      ,CAN_ON_HARROW-CDA-AUTO_6133362_CWEEDS2011_T_N
CWEEDS2011,KAPUSKASING A,ON,CAN,6073976,49.41,-82.47,-5.00,226.5                                                        ,CAN_ON_KAPUSKASING-A_6073976_CWEEDS2011_T_N
CWEEDS2011,KEMPTVILLE CS,ON,CAN,6104027,45.00,-75.63,-5.00, 99.4                                                        ,CAN_ON_KEMPTVILLE-CS_6104027_CWEEDS2011_T_N
CWEEDS2011,KENORA A,ON,CAN,6034076,49.79,-94.36,-6.00,409.7                                                             ,CAN_ON_KENORA-A_6034076_CWEEDS2011_T_N
CWEEDS2011,KILLARNEY (AUT),ON,CAN,605DJ25,45.97,-81.48,-5.00,196.3                                                      ,CAN_ON_KILLARNEY-(AUT)_605DJ25_CWEEDS2011_T_N
CWEEDS2011,KIRKLAND LAKE CS,ON,CAN,6074211,48.15,-80.00,-5.00,324.0                                                     ,CAN_ON_KIRKLAND-LAKE-CS_6074211_CWEEDS2011_T_N
CWEEDS2011,LAGOON CITY,ON,CAN,6114295,44.55,-79.22,-5.00,220.7                                                          ,CAN_ON_LAGOON-CITY_6114295_CWEEDS2011_T_N
CWEEDS2011,LANSDOWNE HOUSE (AUT),ON,CAN,6014353,52.20,-87.94,-5.00,253.4                                                ,CAN_ON_LANSDOWNE-HOUSE-(AUT)_6014353_CWEEDS2011_T_N
CWEEDS2011,LONDON A,ON,CAN,6144473,43.03,-81.15,-5.00,278.0                                                             ,CAN_ON_LONDON-A_6144473_CWEEDS2011_T_N
CWEEDS2011,MOOSONEE,ON,CAN,6075420,51.23,-80.60,-5.00,  9.1                                                             ,CAN_ON_MOOSONEE_6075420_CWEEDS2011_T_N
CWEEDS2011,MOUNT FOREST (AUT),ON,CAN,6145504,43.98,-80.75,-5.00,414.5                                                   ,CAN_ON_MOUNT-FOREST-(AUT)_6145504_CWEEDS2011_T_N
CWEEDS2011,MUSKOKA,ON,CAN,6115529,44.97,-79.30,-5.00,281.9                                                              ,CAN_ON_MUSKOKA_6115529_CWEEDS2011_T_N
CWEEDS2011,NAGAGAMI (AUT),ON,CAN,6075543,49.75,-84.16,-5.00,264.0                                                       ,CAN_ON_NAGAGAMI-(AUT)_6075543_CWEEDS2011_T_N
CWEEDS2011,NORTH BAY A,ON,CAN,6085680,46.36,-79.42,-5.00,370.3                                                          ,CAN_ON_NORTH-BAY-A_6085680_CWEEDS2011_T_N
CWEEDS2011,OTTAWA INTL A,ON,CAN,6106001,45.32,-75.67,-5.00,114.0                                                        ,CAN_ON_OTTAWA-INTL-A_6106001_CWEEDS2011_T_N
CWEEDS2011,PARRY SOUND CCG,ON,CAN,6116257,45.34,-80.04,-5.00,176.3                                                      ,CAN_ON_PARRY-SOUND-CCG_6116257_CWEEDS2011_T_N
CWEEDS2011,PEAWANUCK (AUT),ON,CAN,6016295,53.98,-85.43,-5.00, 52.7                                                      ,CAN_ON_PEAWANUCK-(AUT)_6016295_CWEEDS2011_T_N
CWEEDS2011,PETERBOROUGH,ON,CAN,6166415,44.23,-78.36,-5.00,191.4                                                         ,CAN_ON_PETERBOROUGH_6166415_CWEEDS2011_T_N
CWEEDS2011,PICKLE LAKE (AUT),ON,CAN,6016525,51.45,-90.22,-5.00,390.8                                                    ,CAN_ON_PICKLE-LAKE-(AUT)_6016525_CWEEDS2011_T_N
CWEEDS2011,POINT PELEE CS,ON,CAN,613P001,41.95,-82.52,-5.00,176.8                                                       ,CAN_ON_POINT-PELEE-CS_613P001_CWEEDS2011_T_N
CWEEDS2011,POINT PETRE (AUT),ON,CAN,6156559,43.83,-77.15,-5.00, 78.6                                                    ,CAN_ON_POINT-PETRE-(AUT)_6156559_CWEEDS2011_T_N
CWEEDS2011,PORT WELLER (AUT),ON,CAN,6136699,43.25,-79.22,-5.00, 79.0                                                    ,CAN_ON_PORT-WELLER-(AUT)_6136699_CWEEDS2011_T_N
CWEEDS2011,PUKASKWA (AUT),ON,CAN,6046768,48.61,-86.29,-5.00,191.5                                                       ,CAN_ON_PUKASKWA-(AUT)_6046768_CWEEDS2011_T_N
CWEEDS2011,SAULT STE MARIE A,ON,CAN,6057591,46.49,-84.51,-5.00,192.0                                                    ,CAN_ON_SAULT-STE-MARIE-A_6057591_CWEEDS2011_T_N
CWEEDS2011,SIOUX LOOKOUT A,ON,CAN,6037776,50.11,-91.91,-6.00,383.1                                                      ,CAN_ON_SIOUX-LOOKOUT-A_6037776_CWEEDS2011_T_N
CWEEDS2011,SUDBURY A,ON,CAN,6068153,46.63,-80.80,-5.00,348.4                                                            ,CAN_ON_SUDBURY-A_6068153_CWEEDS2011_T_N
CWEEDS2011,THUNDER BAY A,ON,CAN,6048262,48.37,-89.32,-5.00,199.3                                                        ,CAN_ON_THUNDER-BAY-A_6048262_CWEEDS2011_T_N
CWEEDS2011,TIMMINS A,ON,CAN,6078286,48.57,-81.38,-5.00,294.7                                                            ,CAN_ON_TIMMINS-A_6078286_CWEEDS2011_T_N
CWEEDS2011,TORONTO BUTTONVILLE A,ON,CAN,615HMAK,43.86,-79.37,-5.00,198.1                                                ,CAN_ON_TORONTO-BUTTONVILLE-A_615HMAK_CWEEDS2011_T_N
CWEEDS2011,TORONTO CITY CENTRE,ON,CAN,6158359,43.63,-79.39,-5.00, 76.8                                                  ,CAN_ON_TORONTO-CITY-CENTRE_6158359_CWEEDS2011_T_N
CWEEDS2011,TORONTO CITY,ON,CAN,6158355,43.67,-79.40,-5.00,112.5                                                         ,CAN_ON_TORONTO-CITY_6158355_CWEEDS2011_T_N
CWEEDS2011,TORONTO INTL A,ON,CAN,6158731,43.68,-79.63,-5.00,173.4                                                       ,CAN_ON_TORONTO-INTL-A_6158731_CWEEDS2011_T_N
CWEEDS2011,TRENTON A,ON,CAN,6158875,44.12,-77.53,-5.00, 86.3                                                            ,CAN_ON_TRENTON-A_6158875_CWEEDS2011_T_N
CWEEDS2011,UPSALA (AUT),ON,CAN,6049095,49.03,-90.47,-5.00,488.5                                                         ,CAN_ON_UPSALA-(AUT)_6049095_CWEEDS2011_T_N
CWEEDS2011,VINELAND STATION RCS,ON,CAN,6139148,43.18,-79.40,-5.00, 79.2                                                 ,CAN_ON_VINELAND-STATION-RCS_6139148_CWEEDS2011_T_N
CWEEDS2011,WAWA (AUT),ON,CAN,6059408,47.97,-84.78,-5.00,287.1                                                           ,CAN_ON_WAWA-(AUT)_6059408_CWEEDS2011_T_N
CWEEDS2011,WIARTON A,ON,CAN,6119500,44.75,-81.11,-5.00,222.2                                                            ,CAN_ON_WIARTON-A_6119500_CWEEDS2011_T_N
CWEEDS2011,WINDSOR A,ON,CAN,6139527,42.28,-82.96,-5.00,189.6                                                            ,CAN_ON_WINDSOR-A_6139527_CWEEDS2011_T_N
CWEEDS2011,CHARLOTTETOWN A,PE,CAN,8300301,46.29,-63.12,-4.00, 48.5                                                      ,CAN_PE_CHARLOTTETOWN-A_8300301_CWEEDS2011_T_N
CWEEDS2011,EAST POINT (AUT),PE,CAN,8300418,46.46,-61.99,-4.00,  7.7                                                     ,CAN_PE_EAST-POINT-(AUT)_8300418_CWEEDS2011_T_N
CWEEDS2011,HARRINGTON CDA CS,PE,CAN,830P001,46.34,-63.17,-4.00, 53.0                                                    ,CAN_PE_HARRINGTON-CDA-CS_830P001_CWEEDS2011_T_N
CWEEDS2011,MAPLE PLAINS,PE,CAN,8305500,46.30,-63.58,-4.00, 45.7                                                         ,CAN_PE_MAPLE-PLAINS_8305500_CWEEDS2011_T_N
CWEEDS2011,NORTH CAPE,PE,CAN,8300516,47.06,-64.00,-4.00,  7.6                                                           ,CAN_PE_NORTH-CAPE_8300516_CWEEDS2011_T_N
CWEEDS2011,ST. PETERS,PE,CAN,8300562,46.45,-62.58,-4.00, 29.7                                                           ,CAN_PE_ST.-PETERS_8300562_CWEEDS2011_T_N
CWEEDS2011,SUMMERSIDE,PE,CAN,8300596,46.44,-63.84,-4.00, 12.2                                                           ,CAN_PE_SUMMERSIDE_8300596_CWEEDS2011_T_N
CWEEDS2011,AMQUI,QC,CAN,7050145,48.47,-67.43,-5.00,166.0                                                                ,CAN_QC_AMQUI_7050145_CWEEDS2011_T_N
CWEEDS2011,BAGOTVILLE A,QC,CAN,7060400,48.33,-71.00,-5.00,159.1                                                         ,CAN_QC_BAGOTVILLE-A_7060400_CWEEDS2011_T_N
CWEEDS2011,BAIE-COMEAU A,QC,CAN,7040442,49.13,-68.20,-5.00, 21.6                                                        ,CAN_QC_BAIE-COMEAU-A_7040442_CWEEDS2011_T_N
CWEEDS2011,BAIE-COMEAU,QC,CAN,704S001,49.26,-68.15,-5.00,129.5                                                          ,CAN_QC_BAIE-COMEAU_704S001_CWEEDS2011_T_N
CWEEDS2011,BARRAGE TEMISCAMINGUE,QC,CAN,7080468,46.71,-79.10,-5.00,181.4                                                ,CAN_QC_BARRAGE-TEMISCAMINGUE_7080468_CWEEDS2011_T_N
CWEEDS2011,BEAUCEVILLE,QC,CAN,7028754,46.21,-70.78,-5.00,229.2                                                          ,CAN_QC_BEAUCEVILLE_7028754_CWEEDS2011_T_N
CWEEDS2011,BEAUPORT,QC,CAN,7010565,46.84,-71.20,-5.00, 10.0                                                             ,CAN_QC_BEAUPORT_7010565_CWEEDS2011_T_N
CWEEDS2011,BONNARD 1,QC,CAN,7060826,50.73,-71.01,-5.00,498.0                                                            ,CAN_QC_BONNARD-1_7060826_CWEEDS2011_T_N
CWEEDS2011,CAP-D'ESPOIR,QC,CAN,7051050,48.42,-64.32,-5.00, 15.4                                                         ,CAN_QC_CAP-D'ESPOIR_7051050_CWEEDS2011_T_N
CWEEDS2011,CAP-MADELEINE,QC,CAN,7051163,49.25,-65.32,-5.00, 29.0                                                        ,CAN_QC_CAP-MADELEINE_7051163_CWEEDS2011_T_N
CWEEDS2011,CAP-ROUGE,QC,CAN,7041166,48.37,-70.54,-5.00,  7.3                                                            ,CAN_QC_CAP-ROUGE_7041166_CWEEDS2011_T_N
CWEEDS2011,CAP-TOURMENTE,QC,CAN,7041JG6,47.08,-70.78,-5.00,  6.0                                                        ,CAN_QC_CAP-TOURMENTE_7041JG6_CWEEDS2011_T_N
CWEEDS2011,CAPE WHITTLE,QC,CAN,7041100,50.16,-60.06,-4.00,  7.0                                                         ,CAN_QC_CAPE-WHITTLE_7041100_CWEEDS2011_T_N
CWEEDS2011,CHAMOUCHOUANE,QC,CAN,7061288,49.28,-73.36,-5.00,303.8                                                        ,CAN_QC_CHAMOUCHOUANE_7061288_CWEEDS2011_T_N
CWEEDS2011,CHAPAIS,QC,CAN,7091299,49.82,-74.98,-5.00,381.1                                                              ,CAN_QC_CHAPAIS_7091299_CWEEDS2011_T_N
CWEEDS2011,CHARLEVOIX (MRC),QC,CAN,7041312,47.28,-70.64,-5.00,722.7                                                     ,CAN_QC_CHARLEVOIX-(MRC)_7041312_CWEEDS2011_T_N
CWEEDS2011,CHEVERY,QC,CAN,7041382,50.47,-59.64,-5.00,  7.7                                                              ,CAN_QC_CHEVERY_7041382_CWEEDS2011_T_N
CWEEDS2011,CHUTE-DES-PASSES,QC,CAN,7061541,49.84,-71.17,-5.00,398.2                                                     ,CAN_QC_CHUTE-DES-PASSES_7061541_CWEEDS2011_T_N
CWEEDS2011,DESCHAMBAULT,QC,CAN,7011983,46.69,-71.97,-5.00, 61.0                                                         ,CAN_QC_DESCHAMBAULT_7011983_CWEEDS2011_T_N
CWEEDS2011,FORET MONTMORENCY RCS,QC,CAN,7042395,47.32,-71.15,-5.00,672.8                                                ,CAN_QC_FORET-MONTMORENCY-RCS_7042395_CWEEDS2011_T_N
CWEEDS2011,FRELIGHSBURG,QC,CAN,7022579,45.03,-72.85,-5.00,224.0                                                         ,CAN_QC_FRELIGHSBURG_7022579_CWEEDS2011_T_N
CWEEDS2011,GASPE A,QC,CAN,7052601,48.78,-64.48,-5.00, 16.0                                                              ,CAN_QC_GASPE-A_7052601_CWEEDS2011_T_N
CWEEDS2011,HAVRE ST. PIERRE,QC,CAN,7043019,50.28,-63.61,-5.00, 37.8                                                     ,CAN_QC_HAVRE-ST.-PIERRE_7043019_CWEEDS2011_T_N
CWEEDS2011,HIGH FALLS,QC,CAN,7033121,45.84,-75.65,-5.00,194.6                                                           ,CAN_QC_HIGH-FALLS_7033121_CWEEDS2011_T_N
CWEEDS2011,ILE AUX PERROQUETS,QC,CAN,7043B79,50.22,-64.21,-5.00,  9.0                                                   ,CAN_QC_ILE-AUX-PERROQUETS_7043B79_CWEEDS2011_T_N
CWEEDS2011,ILE ROUGE,QC,CAN,7043BP9,48.07,-69.56,-5.00,  5.9                                                            ,CAN_QC_ILE-ROUGE_7043BP9_CWEEDS2011_T_N
CWEEDS2011,ILES DE LA MADELEINE,QC,CAN,7053KGR,47.43,-61.77,-5.00,  7.6                                                 ,CAN_QC_ILES-DE-LA-MADELEINE_7053KGR_CWEEDS2011_T_N
CWEEDS2011,JONQUIERE,QC,CAN,7063370,48.43,-71.14,-5.00,135.6                                                            ,CAN_QC_JONQUIERE_7063370_CWEEDS2011_T_N
CWEEDS2011,KUUJJUAQ A,QC,CAN,7113534,58.10,-68.42,-5.00, 39.9                                                           ,CAN_QC_KUUJJUAQ-A_7113534_CWEEDS2011_T_N
CWEEDS2011,KUUJJUARAPIK A,QC,CAN,7103537,55.28,-77.77,-5.00, 12.2                                                       ,CAN_QC_KUUJJUARAPIK-A_7103537_CWEEDS2011_T_N
CWEEDS2011,L'ACADIE,QC,CAN,702LED4,45.29,-73.35,-5.00, 43.8                                                             ,CAN_QC_L'ACADIE_702LED4_CWEEDS2011_T_N
CWEEDS2011,L'ASSOMPTION,QC,CAN,7014160,45.81,-73.43,-5.00, 21.0                                                         ,CAN_QC_L'ASSOMPTION_7014160_CWEEDS2011_T_N
CWEEDS2011,L'ETAPE,QC,CAN,7015791,47.56,-71.23,-5.00,791.2                                                              ,CAN_QC_L'ETAPE_7015791_CWEEDS2011_T_N
CWEEDS2011,LA BAIE,QC,CAN,706Q001,48.30,-70.92,-5.00,151.6                                                              ,CAN_QC_LA-BAIE_706Q001_CWEEDS2011_T_N
CWEEDS2011,LA POCATIERE,QC,CAN,7054096,47.36,-70.03,-5.00, 31.0                                                         ,CAN_QC_LA-POCATIERE_7054096_CWEEDS2011_T_N
CWEEDS2011,LA TUQUE,QC,CAN,707DBD4,47.41,-72.79,-5.00,168.9                                                             ,CAN_QC_LA-TUQUE_707DBD4_CWEEDS2011_T_N
CWEEDS2011,LAC BENOIT,QC,CAN,706I001,51.53,-71.11,-5.00,549.0                                                           ,CAN_QC_LAC-BENOIT_706I001_CWEEDS2011_T_N
CWEEDS2011,LAC EON,QC,CAN,704C64L,51.87,-63.28,-5.00,588.9                                                              ,CAN_QC_LAC-EON_704C64L_CWEEDS2011_T_N
CWEEDS2011,LAC MEMPHREMAGOG,QC,CAN,702CFGG,45.27,-72.17,-5.00,208.7                                                     ,CAN_QC_LAC-MEMPHREMAGOG_702CFGG_CWEEDS2011_T_N
CWEEDS2011,LAC SAINT-PIERRE,QC,CAN,701LP0N,46.18,-72.92,-5.00, 16.2                                                     ,CAN_QC_LAC-SAINT-PIERRE_701LP0N_CWEEDS2011_T_N
CWEEDS2011,LATERRIERE,QC,CAN,7064181,48.31,-71.13,-5.00,162.7                                                           ,CAN_QC_LATERRIERE_7064181_CWEEDS2011_T_N
CWEEDS2011,LEMIEUX,QC,CAN,701Q009,46.30,-72.06,-5.00, 97.2                                                              ,CAN_QC_LEMIEUX_701Q009_CWEEDS2011_T_N
CWEEDS2011,LENNOXVILLE,QC,CAN,7024280,45.37,-71.82,-5.00,181.0                                                          ,CAN_QC_LENNOXVILLE_7024280_CWEEDS2011_T_N
CWEEDS2011,LONGUE-POINTE-DE-MINGAN,QC,CAN,7044328,50.27,-64.23,-5.00, 11.0                                              ,CAN_QC_LONGUE-POINTE-DE-MINGAN_7044328_CWEEDS2011_T_N
CWEEDS2011,LOURDES DE BLANC SABLON A,QC,CAN,7040815,51.44,-57.19,-4.00, 37.2                                            ,CAN_QC_LOURDES-DE-BLANC-SABLON-A_7040815_CWEEDS2011_T_N
CWEEDS2011,MANIWAKI AIRPORT,QC,CAN,7034482,46.27,-75.99,-5.00,199.7                                                     ,CAN_QC_MANIWAKI-AIRPORT_7034482_CWEEDS2011_T_N
CWEEDS2011,MANOUANE EST,QC,CAN,706I155,50.66,-70.53,-5.00,497.0                                                         ,CAN_QC_MANOUANE-EST_706I155_CWEEDS2011_T_N
CWEEDS2011,MATAGAMI A,QC,CAN,7094636,49.76,-77.80,-5.00,279.8                                                           ,CAN_QC_MATAGAMI-A_7094636_CWEEDS2011_T_N
CWEEDS2011,MCTAVISH,QC,CAN,7024745,45.50,-73.58,-5.00, 72.8                                                             ,CAN_QC_MCTAVISH_7024745_CWEEDS2011_T_N
CWEEDS2011,MONT JOLI A,QC,CAN,7055121,48.61,-68.21,-5.00, 52.4                                                          ,CAN_QC_MONT-JOLI-A_7055121_CWEEDS2011_T_N
CWEEDS2011,MONTREAL-EST,QC,CAN,7025252,45.63,-73.55,-5.00, 50.4                                                         ,CAN_QC_MONTREAL-EST_7025252_CWEEDS2011_T_N
CWEEDS2011,MONTREAL INTL A,QC,CAN,7025251,45.47,-73.74,-5.00, 36.0                                                      ,CAN_QC_MONTREAL-INTL-A_7025251_CWEEDS2011_T_N
CWEEDS2011,MONTREAL MIRABEL INTL A,QC,CAN,7034900,45.68,-74.03,-5.00, 82.3                                              ,CAN_QC_MONTREAL-MIRABEL-INTL-A_7034900_CWEEDS2011_T_N
CWEEDS2011,MONTREAL-ST-HUBERT,QC,CAN,7027329,45.52,-73.42,-5.00, 27.4                                                   ,CAN_QC_MONTREAL-ST-HUBERT_7027329_CWEEDS2011_T_N
CWEEDS2011,NATASHQUAN A,QC,CAN,7045401,50.19,-61.81,-4.00, 11.7                                                         ,CAN_QC_NATASHQUAN-A_7045401_CWEEDS2011_T_N
CWEEDS2011,NEW CARLISLE 1,QC,CAN,7055422,48.01,-65.33,-5.00, 46.4                                                       ,CAN_QC_NEW-CARLISLE-1_7055422_CWEEDS2011_T_N
CWEEDS2011,NICOLET,QC,CAN,7025442,46.23,-72.66,-5.00,  8.0                                                              ,CAN_QC_NICOLET_7025442_CWEEDS2011_T_N
CWEEDS2011,NORMANDIN,QC,CAN,7065639,48.84,-72.55,-5.00,137.2                                                            ,CAN_QC_NORMANDIN_7065639_CWEEDS2011_T_N
CWEEDS2011,PARENT,QC,CAN,7075800,47.92,-74.64,-5.00,444.7                                                               ,CAN_QC_PARENT_7075800_CWEEDS2011_T_N
CWEEDS2011,POINTE-AU-PERE (INRS),QC,CAN,7056068,48.51,-68.47,-5.00,  4.9                                                ,CAN_QC_POINTE-AU-PERE-(INRS)_7056068_CWEEDS2011_T_N
CWEEDS2011,POINTE CLAVEAU,QC,CAN,704607C,48.26,-70.11,-5.00,  4.0                                                       ,CAN_QC_POINTE-CLAVEAU_704607C_CWEEDS2011_T_N
CWEEDS2011,POINTE DE L'ISLET,QC,CAN,7046059,48.14,-69.72,-5.00,  7.0                                                    ,CAN_QC_POINTE-DE-L'ISLET_7046059_CWEEDS2011_T_N
CWEEDS2011,POINTE-DES-MONTS,QC,CAN,704F0PN,49.32,-67.38,-5.00,  5.9                                                     ,CAN_QC_POINTE-DES-MONTS_704F0PN_CWEEDS2011_T_N
CWEEDS2011,POINTE NOIRE CS,QC,CAN,704Q003,50.16,-66.43,-5.00, 24.0                                                      ,CAN_QC_POINTE-NOIRE-CS_704Q003_CWEEDS2011_T_N
CWEEDS2011,PORT-MENIER,QC,CAN,7056202,48.84,-64.29,-5.00, 55.2                                                          ,CAN_QC_PORT-MENIER_7056202_CWEEDS2011_T_N
CWEEDS2011,QUEBEC INTL A,QC,CAN,7016293,46.80,-71.38,-5.00, 74.4                                                        ,CAN_QC_QUEBEC-INTL-A_7016293_CWEEDS2011_T_N
CWEEDS2011,RIVIERE-DU-LOUP,QC,CAN,7056616,47.81,-69.55,-5.00,146.5                                                      ,CAN_QC_RIVIERE-DU-LOUP_7056616_CWEEDS2011_T_N
CWEEDS2011,ROBERVAL A,QC,CAN,7066686,48.52,-72.27,-5.00,178.6                                                           ,CAN_QC_ROBERVAL-A_7066686_CWEEDS2011_T_N
CWEEDS2011,ROUYN-NORANDA A,QC,CAN,7086719,48.21,-78.84,-5.00,301.1                                                      ,CAN_QC_ROUYN-NORANDA-A_7086719_CWEEDS2011_T_N
CWEEDS2011,ROUYN,QC,CAN,7086716,48.25,-79.03,-5.00,318.0                                                                ,CAN_QC_ROUYN_7086716_CWEEDS2011_T_N
CWEEDS2011,SCHEFFERVILLE A,QC,CAN,7117823,54.81,-66.81,-5.00,520.9                                                      ,CAN_QC_SCHEFFERVILLE-A_7117823_CWEEDS2011_T_N
CWEEDS2011,SEPT-ILES A,QC,CAN,7047911,50.22,-66.27,-5.00, 54.9                                                          ,CAN_QC_SEPT-ILES-A_7047911_CWEEDS2011_T_N
