________,City,Province,Country,TMY-type,WMO,Latitude,Longitude,Time Zone,Elevation,Filename
LOCATION,Roberval,PQ,CAN,WYEC2-B-04752,717280,48.52,-72.27,-5.0,179.0,CAN_PQ_Roberval.717280_CWEC
LOCATION,Schefferville,PQ,CAN,WYEC2-B-15619,718280,54.80,-66.82,-5.0,521.0,CAN_PQ_Schefferville.718280_CWEC
LOCATION,Sept-Iles,PQ,CAN,WYEC2-B-77912,718110,50.22,-66.27,-5.0,55.0,CAN_PQ_Sept-Iles.718110_CWEC
LOCATION,Sherbrooke,PQ,CAN,WYEC2-B-04785,716100,45.43,-71.68,-5.0,241.0,CAN_PQ_Sherbrooke.716100_CWEC
LOCATION,St Hubert,PQ,CAN,WYEC2-B-04712,713710,45.52,-73.42,-5.0,27.0,CAN_PQ_St.Hubert.713710_CWEC
LOCATION,Ste Agathe Des Monts,PQ,CAN,WYEC2-B-04790,717200,46.05,-74.28,-5.0,395.0,CAN_PQ_Ste.Agathe.des.Monts.717200_CWEC
LOCATION,Val d'Or,PQ,CAN,WYEC2-B-04730,717250,48.07,-77.78,-5.0,337.0,CAN_PQ_Val.d.Or.717250_CWEC
LOCATION,Estevan,SK,CAN,WYEC2-B-24092,718620,49.22,-102.97,-6.0,581.0,CAN_SK_Estevan.718620_CWEC
LOCATION,North Battleford,SK,CAN,WYEC2-B-25012,718760,52.77,-108.25,-6.0,548.0,CAN_SK_North.Battleford.718760_CWEC
LOCATION,Regina,SK,CAN,WYEC2-B-25005,718630,50.43,-104.67,-6.0,577.0,CAN_SK_Regina.718630_CWEC
LOCATION,Saskatoon,SK,CAN,WYEC2-B-25015,718660,52.17,-106.68,-6.0,504.0,CAN_SK_Saskatoon.718660_CWEC
LOCATION,Swift Current,SK,CAN,WYEC2-B-25028,714460,50.28,-107.68,-6.0,818.0,CAN_SK_Swift.Current.718700_CWEC
LOCATION,Whitehorse,YT,CAN,WYEC2-B-26316,719640,60.72,-135.07,-8.0,703.0,CAN_YT_Whitehorse.719640_CWEC
LOCATION,GENEVA,-,CHE,IWEC Data,067000,46.25,6.13,1.0,416.0,CHE_Geneva.067000_IWEC
LOCATION,ANTOFAGASTA,-,CHL,IWEC Data,854420,-23.43,-70.43,-4.0,120.0,CHL_Antofagasta.854420_IWEC
LOCATION,CONCEPCION,-,CHL,IWEC Data,856820,-36.77,-73.05,-4.0,16.0,CHL_Concepcion.856820_IWEC
LOCATION,EASTER ISLAND,-,CHL,IWEC Data,854690,-27.15,-109.42,-6.0,47.0,CHL_Easter.Island.854690_IWEC
LOCATION,PUNTA ARENAS,-,CHL,IWEC Data,859340,-53.00,-70.85,-4.0,37.0,CHL_Punta.Arenas.859340_IWEC
LOCATION,SANTIAGO,-,CHL,IWEC Data,855740,-33.38,-70.78,-4.0,476.0,CHL_Santiago.855740_IWEC
LOCATION,Anqing,Anhui,CHN,CSWD,584240,30.53,117.05,8.0,19.8,CHN_Anhui.Anqing.584240_CSWD
LOCATION,Bengbu,Anhui,CHN,CSWD,582210,32.95,117.38,8.0,18.7,CHN_Anhui.Bengbu.582210_CSWD
LOCATION,Boxian,Anhui,CHN,CSWD,581020,33.87,115.77,8.0,37.7,CHN_Anhui.Boxian.581020_CSWD
LOCATION,Dongcheng,Anhui,CHN,CSWD,583190,31.07,116.95,8.0,85.4,CHN_Anhui.Dongcheng.583190_CSWD
LOCATION,Hefei,Anhui,CHN,CSWD,583210,31.87,117.23,8.0,26.8,CHN_Anhui.Hefei.583210_CSWD
LOCATION,HEFEI/LUOGANG,-,CHN,SWERA,583210,31.87,117.23,8.0,36.0,CHN_Anhui.Hefei.583210_SWERA
LOCATION,Huoshan,Anhui,CHN,CSWD,583140,31.40,116.32,8.0,68.1,CHN_Anhui.Huoshan.583140_CSWD
LOCATION,Shouxian,Anhui,CHN,CSWD,582150,32.55,116.78,8.0,22.7,CHN_Anhui.Shouxian.582150_CSWD
LOCATION,Tunxi,Anhui,CHN,CSWD,585310,29.72,118.28,8.0,142.7,CHN_Anhui.Tunxi.585310_CSWD
LOCATION,Beijing,Beijing,CHN,CSWD,545110,39.80,116.47,8.0,31.3,CHN_Beijing.Beijing.545110_CSWD
LOCATION,BEIJING,-,CHN,IWEC Data,545110,39.80,116.47,8.0,32.0,CHN_Beijing.Beijing.545110_IWEC
LOCATION,BEIJING/PEKING,-,CHN,SWERA,545110,39.93,116.28,8.0,55.0,CHN_Beijing.Beijing.545110_SWERA
LOCATION,Miyun,Beijing,CHN,CSWD,544160,40.38,116.87,8.0,71.8,CHN_Beijing.Miyun.544160_CSWD
LOCATION,Chongqing Shapingba,Chongqing,CHN,CSWD,575160,29.58,106.47,8.0,259.1,CHN_Chongqing.Chongqing.Shapingba.575160_CSWD
LOCATION,CHONGQING/CHUNGKING,-,CHN,SWERA,575160,29.52,106.48,8.0,351.0,CHN_Chongqing.Chongqing.Shapingba.575160_SWERA
LOCATION,Youyang,Chongqing,CHN,CSWD,576330,28.83,108.77,8.0,664.1,CHN_Chongqing.Youyang.576330_CSWD
LOCATION,Congwu,Fujian,CHN,CSWD,591330,24.90,118.92,8.0,21.8,CHN_Fujian.Congwu.591330_CSWD
LOCATION,Fuzhou,Fujian,CHN,CSWD,588470,26.08,119.28,8.0,4.0,CHN_Fujian.Fuzhou.588470_CSWD
LOCATION,Jianou,Fujian,CHN,CSWD,587370,27.05,118.32,8.0,154.9,CHN_Fujian.Jianou.587370_CSWD
LOCATION,Nanping,Fujian,CHN,CSWD,588340,26.65,118.17,8.0,125.1,CHN_Fujian.Nanping.588340_CSWD
LOCATION,Shanghang,Fujian,CHN,CSWD,589180,25.05,116.42,8.0,198.0,CHN_Fujian.Shanghang.589180_CSWD
LOCATION,Xiamen,Fujian,CHN,CSWD,591340,24.48,118.07,8.0,139.4,CHN_Fujian.Xiamen.591340_CSWD
LOCATION,Yongan,Fujian,CHN,CSWD,589210,25.97,117.35,8.0,206.0,CHN_Fujian.Yongan.589210_CSWD
LOCATION,Dunhuang,Gansu,CHN,CSWD,524180,40.15,94.68,8.0,1139.0,CHN_Gansu.Dunhuang.524180_CSWD
LOCATION,Hezuo,Gansu,CHN,CSWD,560800,35.00,102.90,8.0,2910.0,CHN_Gansu.Hezuo.560800_CSWD
LOCATION,Jiuquan,Gansu,CHN,CSWD,525330,39.77,98.48,8.0,1477.2,CHN_Gansu.Jiuquan.525330_CSWD
LOCATION,Lanzhou,Gansu,CHN,CSWD,528890,36.05,103.88,8.0,1517.2,CHN_Gansu.Lanzhou.528890_CSWD
LOCATION,LANZHOU,-,CHN,IWEC Data,528890,36.05,103.88,8.0,1518.0,CHN_Gansu.Lanzhou.528890_IWEC
LOCATION,LANZHOU,-,CHN,SWERA,528890,36.05,103.88,8.0,1518.0,CHN_Gansu.Lanzhou.528890_SWERA
LOCATION,Minqin,Gansu,CHN,CSWD,526810,38.63,103.08,8.0,1367.5,CHN_Gansu.Minqin.526810_CSWD
LOCATION,MINQIN,-,CHN,SWERA,526810,38.77,103.10,8.0,1367.0,CHN_Gansu.Minqin.526810_SWERA
LOCATION,Minxian,Gansu,CHN,CSWD,560930,34.43,104.02,8.0,2315.0,CHN_Gansu.Minxian.560930_CSWD
LOCATION,Pingliang,Gansu,CHN,CSWD,539150,35.55,106.67,8.0,1346.6,CHN_Gansu.Pingliang.539150_CSWD
LOCATION,Tianshui,Gansu,CHN,CSWD,570060,34.58,105.75,8.0,1141.7,CHN_Gansu.Tianshui.570060_CSWD
LOCATION,Wudu,Gansu,CHN,CSWD,560960,33.40,104.92,8.0,1079.1,CHN_Gansu.Wudu.560960_CSWD
LOCATION,WUDU,-,CHN,SWERA,560960,33.40,104.92,8.0,1079.0,CHN_Gansu.Wudu.560960_SWERA
LOCATION,Wushaoling,Gansu,CHN,CSWD,527870,37.20,102.87,8.0,3045.1,CHN_Gansu.Wushaoling.527870_CSWD
LOCATION,Xifengzhen,Gansu,CHN,CSWD,539230,35.73,107.63,8.0,1421.0,CHN_Gansu.Xifengzhen.539230_CSWD
LOCATION,Yumenzhen,Gansu,CHN,CSWD,524360,40.27,97.03,8.0,1526.0,CHN_Gansu.Yumenzhen.524360_CSWD
LOCATION,YUMENZHEN,-,CHN,SWERA,524360,40.27,97.03,8.0,1527.0,CHN_Gansu.Yumenzhen.524360_SWERA
LOCATION,Yuzhong,Gansu,CHN,CSWD,529830,35.87,104.15,8.0,1874.4,CHN_Gansu.Yuzhong.529830_CSWD
LOCATION,Dianbai,Guangdong,CHN,CSWD,596640,21.50,111.00,8.0,11.8,CHN_Guangdong.Dianbai.596640_CSWD
LOCATION,Guangzhou,Guangdong,CHN,CSWD,592870,23.17,113.33,8.0,41.0,CHN_Guangdong.Guangzhou.592870_CSWD
LOCATION,GUANGZHOU,-,CHN,IWEC Data,592870,23.13,113.32,8.0,8.0,CHN_Guangdong.Guangzhou.592870_IWEC
LOCATION,Heyuan,Guangdong,CHN,CSWD,592930,23.73,114.68,8.0,40.6,CHN_Guangdong.Heyuan.592930_CSWD
LOCATION,Nanxiong,Guangdong,CHN,CSWD,579960,25.13,114.32,8.0,133.8,CHN_Guangdong.Nanxiong.579960_CSWD
LOCATION,Shantou,Guangdong,CHN,CSWD,593160,23.40,116.68,8.0,2.9,CHN_Guangdong.Shantou.593160_CSWD
LOCATION,Shanwei,Guangdong,CHN,CSWD,595010,22.80,115.37,8.0,17.3,CHN_Guangdong.Shanwei.595010_CSWD
LOCATION,Shaoguan,Guangdong,CHN,CSWD,590820,24.68,113.60,8.0,61.0,CHN_Guangdong.Shaoguan.590820_CSWD
LOCATION,SHENZHEN,-,CHN,SWERA,594930,22.55,114.10,8.0,18.0,CHN_Guangdong.Shenzhen.594930_SWERA
LOCATION,Yangjiang,Guangdong,CHN,CSWD,596630,21.87,111.97,8.0,23.3,CHN_Guangdong.Yangjiang.596630_CSWD
LOCATION,Zhengcheng,Guangdong,CHN,CSWD,592940,23.33,113.83,8.0,38.9,CHN_Guangdong.Zhengcheng.592940_CSWD
LOCATION,Baise,Guangxi Zhuang,CHN,CSWD,592110,23.90,106.60,8.0,173.5,CHN_Guangxi.Zhuang.Baise.592110_CSWD
LOCATION,Duan,Guangxi Zhuang,CHN,CSWD,590370,23.93,108.10,8.0,170.8,CHN_Guangxi.Zhuang.Duan.590370_CSWD
LOCATION,Guilin,Guangxi Zhuang,CHN,CSWD,579570,25.32,110.30,8.0,164.4,CHN_Guangxi.Zhuang.Guilin.579570_CSWD
LOCATION,Guiping,Guangxi Zhuang,CHN,CSWD,592540,23.40,110.08,8.0,42.5,CHN_Guangxi.Zhuang.Guiping.592540_CSWD
LOCATION,Hechi,Guangxi Zhuang,CHN,CSWD,590230,24.70,108.05,8.0,211.0,CHN_Guangxi.Zhuang.Hechi.590230_CSWD
LOCATION,Lingshan,Guangxi Zhuang,CHN,CSWD,594460,22.42,109.30,8.0,66.6,CHN_Guangxi.Zhuang.Lingshan.594460_CSWD
LOCATION,Longzhou,Guangxi Zhuang,CHN,CSWD,594170,22.33,106.85,8.0,128.8,CHN_Guangxi.Zhuang.Longzhou.594170_CSWD
LOCATION,Nanning,Guangxi Zhuang,CHN,CSWD,594310,22.63,108.22,8.0,121.6,CHN_Guangxi.Zhuang.Nanning.594310_CSWD
LOCATION,Qinzhou,Guangxi Zhuang,CHN,CSWD,596320,21.95,108.62,8.0,4.5,CHN_Guangxi.Zhuang.Qinzhou.596320_CSWD
LOCATION,Wuzhou,Guangxi Zhuang,CHN,CSWD,592650,23.48,111.30,8.0,114.8,CHN_Guangxi.Zhuang.Wuzhou.592650_CSWD
LOCATION,Bijie,Guizhou,CHN,CSWD,577070,27.30,105.28,8.0,1510.6,CHN_Guizhou.Bijie.577070_CSWD
LOCATION,Guiyang,Guizhou,CHN,CSWD,578160,26.58,106.73,8.0,1223.8,CHN_Guizhou.Guiyang.578160_CSWD
LOCATION,GUIYANG,-,CHN,SWERA,578160,26.58,106.72,8.0,1074.0,CHN_Guizhou.Guiyang.578160_SWERA
LOCATION,Sansui,Guizhou,CHN,CSWD,578320,26.97,108.67,8.0,626.9,CHN_Guizhou.Sansui.578320_CSWD
LOCATION,Tongzi,Guizhou,CHN,CSWD,576060,28.13,106.83,8.0,972.0,CHN_Guizhou.Tongzi.576060_CSWD
LOCATION,Weining,Guizhou,CHN,CSWD,566910,26.87,104.28,8.0,2237.5,CHN_Guizhou.Weining.566910_CSWD
LOCATION,Xingyi,Guizhou,CHN,CSWD,579020,25.43,105.18,8.0,1378.5,CHN_Guizhou.Xingyi.579020_CSWD
LOCATION,Zunyi,Guizhou,CHN,CSWD,577130,27.70,106.88,8.0,843.9,CHN_Guizhou.Zunyi.577130_CSWD
LOCATION,Dongfang,Hainan,CHN,CSWD,598380,19.10,108.62,8.0,8.4,CHN_Hainan.Dongfang.598380_CSWD
LOCATION,Haikou,Hainan,CHN,CSWD,597580,20.03,110.35,8.0,13.9,CHN_Hainan.Haikou.597580_CSWD
LOCATION,Qionghai,Hainan,CHN,CSWD,598550,19.23,110.47,8.0,24.0,CHN_Hainan.Qionghai.598550_CSWD
LOCATION,Chengde,Hebei,CHN,CSWD,544230,40.98,117.95,8.0,385.9,CHN_Hebei.Chengde.544230_CSWD
LOCATION,Fengning,Hebei,CHN,CSWD,543080,41.22,116.63,8.0,661.2,CHN_Hebei.Fengning.543080_CSWD
LOCATION,Huailai,Hebei,CHN,CSWD,544050,40.40,115.50,8.0,536.0,CHN_Hebei.Huailai.544050_CSWD
LOCATION,Leting,Hebei,CHN,CSWD,545390,39.43,118.88,8.0,10.0,CHN_Hebei.Leting.545390_CSWD
LOCATION,Raoyang,Hebei,CHN,CSWD,546060,38.23,115.73,8.0,19.0,CHN_Hebei.Raoyang.546060_CSWD
LOCATION,Shijiazhuang,Hebei,CHN,CSWD,536980,38.03,114.42,8.0,81.0,CHN_Hebei.Shijiazhuang.536980_CSWD
LOCATION,Xingtai,Hebei,CHN,CSWD,537980,37.07,114.50,8.0,77.3,CHN_Hebei.Xingtai.537980_CSWD
LOCATION,Zhangbei,Hebei,CHN,CSWD,533990,41.15,114.70,8.0,1393.3,CHN_Hebei.Zhangbei.533990_CSWD
LOCATION,Anda,Heilongjiang,CHN,CSWD,508540,46.38,125.32,8.0,149.3,CHN_Heilongjiang.Anda.508540_CSWD
LOCATION,Fujin,Heilongjiang,CHN,CSWD,507880,47.23,131.98,8.0,66.4,CHN_Heilongjiang.Fujin.507880_CSWD
LOCATION,Fuyu,Heilongjiang,CHN,CSWD,507420,47.78,124.48,8.0,162.7,CHN_Heilongjiang.Fuyu.507420_CSWD
LOCATION,Hailun,Heilongjiang,CHN,CSWD,507560,47.43,126.97,8.0,239.2,CHN_Heilongjiang.Hailun.507560_CSWD
LOCATION,Harbin,Heilongjiang,CHN,CSWD,509530,45.75,126.77,8.0,142.3,CHN_Heilongjiang.Harbin.509530_CSWD
LOCATION,HARBIN,-,CHN,IWEC Data,509530,45.72,126.68,8.0,143.0,CHN_Heilongjiang.Harbin.509530_IWEC
LOCATION,HARBIN,-,CHN,SWERA,509530,45.75,126.77,8.0,143.0,CHN_Heilongjiang.Harbin.509530_SWERA
LOCATION,Huma,Heilongjiang,CHN,CSWD,503530,51.72,126.65,8.0,177.4,CHN_Heilongjiang.Huma.503530_CSWD
LOCATION,Jiamusi,Heilongjiang,CHN,CSWD,508730,46.82,130.28,8.0,81.2,CHN_Heilongjiang.Jiamusi.508730_CSWD
LOCATION,Jixi,Heilongjiang,CHN,CSWD,509780,45.28,130.95,8.0,238.3,CHN_Heilongjiang.Jixi.509780_CSWD
LOCATION,Keshan,Heilongjiang,CHN,CSWD,506580,48.05,125.88,8.0,234.6,CHN_Heilongjiang.Keshan.506580_CSWD
LOCATION,Mohe,Heilongjiang,CHN,CSWD,501360,52.97,122.52,8.0,433.0,CHN_Heilongjiang.Mohe.501360_CSWD
LOCATION,Mudanjiang,Heilongjiang,CHN,CSWD,540940,44.57,129.60,8.0,241.4,CHN_Heilongjiang.Mudanjiang.540940_CSWD
LOCATION,Nenjiang,Heilongjiang,CHN,CSWD,505570,49.17,125.23,8.0,242.2,CHN_Heilongjiang.Nenjiang.505570_CSWD
LOCATION,Qiqihar,Heilongjiang,CHN,CSWD,507450,47.38,123.92,8.0,147.1,CHN_Heilongjiang.Qiqihar.507450_CSWD
LOCATION,Shangzhi,Heilongjiang,CHN,CSWD,509680,45.22,127.97,8.0,189.7,CHN_Heilongjiang.Shangzhi.509680_CSWD
LOCATION,Suifenhe,Heilongjiang,CHN,CSWD,540960,44.38,131.17,8.0,567.8,CHN_Heilongjiang.Suifenhe.540960_CSWD
LOCATION,Sunwu,Heilongjiang,CHN,CSWD,505640,49.43,127.35,8.0,234.5,CHN_Heilongjiang.Sunwu.505640_CSWD
LOCATION,Tonghe,Heilongjiang,CHN,CSWD,509630,45.97,128.73,8.0,108.6,CHN_Heilongjiang.Tonghe.509630_CSWD
LOCATION,Zhaozhou,Heilongjiang,CHN,CSWD,509500,45.70,125.25,8.0,148.7,CHN_Heilongjiang.Zhaozhou.509500_CSWD
LOCATION,Anyang,Henan,CHN,CSWD,538980,36.05,114.40,8.0,62.9,CHN_Henan.Anyang.538980_CSWD
LOCATION,Lushi,Henan,CHN,CSWD,570670,34.05,111.03,8.0,568.8,CHN_Henan.Lushi.570670_CSWD
LOCATION,Nanyang,Henan,CHN,CSWD,571780,33.03,112.58,8.0,129.2,CHN_Henan.Nanyang.571780_CSWD
LOCATION,Shangqiu,Henan,CHN,CSWD,580050,34.45,115.67,8.0,50.1,CHN_Henan.Shangqiu.580050_CSWD
LOCATION,Xinyang,Henan,CHN,CSWD,572970,32.13,114.05,8.0,114.5,CHN_Henan.Xinyang.572970_CSWD
LOCATION,Zhengzhou,Henan,CHN,CSWD,570830,34.72,113.65,8.0,110.4,CHN_Henan.Zhengzhou.570830_CSWD
LOCATION,Zhumadian,Henan,CHN,CSWD,572900,33.00,114.02,8.0,82.7,CHN_Henan.Zhumadian.572900_CSWD
LOCATION,HONG KONG,SAR,CHN,CityUHK-45007,450070,22.32,114.17,8,65,CHN_Hong.Kong.SAR.450070_CityUHK
LOCATION,Exi,Hubei,CHN,CSWD,574470,30.28,109.47,8.0,457.1,CHN_Hubei.Exi.574470_CSWD
LOCATION,Laohekou,Hubei,CHN,CSWD,572650,32.38,111.67,8.0,90.0,CHN_Hubei.Laohekou.572650_CSWD
LOCATION,Macheng,Hubei,CHN,CSWD,573990,31.18,115.02,8.0,59.3,CHN_Hubei.Macheng.573990_CSWD
LOCATION,Wuhan,Hubei,CHN,CSWD,574940,30.62,114.13,8.0,23.1,CHN_Hubei.Wuhan.574940_CSWD
LOCATION,WUHAN/NANHU,-,CHN,SWERA,574940,30.62,114.13,8.0,23.0,CHN_Hubei.Wuhan.574940_SWERA
LOCATION,Yichang,Hubei,CHN,CSWD,574610,30.70,111.30,8.0,133.1,CHN_Hubei.Yichang.574610_CSWD
LOCATION,Yunxi,Hubei,CHN,CSWD,572510,33.00,110.42,8.0,249.1,CHN_Hubei.Yunxi.572510_CSWD
LOCATION,Zhongxiang,Hubei,CHN,CSWD,573780,31.17,112.57,8.0,65.8,CHN_Hubei.Zhongxiang.573780_CSWD
LOCATION,Changde,Hunan,CHN,CSWD,576620,29.05,111.68,8.0,35.0,CHN_Hunan.Changde.576620_CSWD
LOCATION,Changning,Hunan,CHN,CSWD,578740,26.42,112.40,8.0,116.6,CHN_Hunan.Changning.578740_CSWD
LOCATION,Changsha,Hunan,CHN,CSWD,576870,28.22,112.92,8.0,68.0,CHN_Hunan.Changsha.576870_CSWD
LOCATION,CHANGSHA,-,CHN,SWERA,576870,28.23,112.87,8.0,68.0,CHN_Hunan.Changsha.576870_SWERA
LOCATION,Jishou,Hunan,CHN,CSWD,576490,28.32,109.73,8.0,208.4,CHN_Hunan.Jishou.576490_CSWD
LOCATION,Lingling,Hunan,CHN,CSWD,578660,26.23,111.62,8.0,172.6,CHN_Hunan.Lingling.578660_CSWD
LOCATION,Nanxian,Hunan,CHN,CSWD,575740,29.37,112.40,8.0,36.0,CHN_Hunan.Nanxian.575740_CSWD
LOCATION,Shimen,Hunan,CHN,CSWD,575620,29.58,111.37,8.0,116.9,CHN_Hunan.Shimen.575620_CSWD
LOCATION,Wugang,Hunan,CHN,CSWD,578530,26.73,110.63,8.0,341.0,CHN_Hunan.Wugang.578530_CSWD
LOCATION,Zhijiang,Hunan,CHN,CSWD,577450,27.45,109.68,8.0,272.2,CHN_Hunan.Zhijiang.577450_CSWD
LOCATION,Zhuzhou,Hunan,CHN,CSWD,577800,27.87,113.17,8.0,74.6,CHN_Hunan.Zhuzhou.577800_CSWD
LOCATION,Dongtai,Jiangsu,CHN,CSWD,582510,32.87,120.32,8.0,4.3,CHN_Jiangsu.Dongtai.582510_CSWD
LOCATION,Ganyu,Jiangsu,CHN,CSWD,580400,34.83,119.12,8.0,3.3,CHN_Jiangsu.Ganyu.580400_CSWD
LOCATION,Huaiyang-Qingjiang,Jiangsu,CHN,CSWD,581440,33.63,119.02,8.0,14.4,CHN_Jiangsu.Huaiyang-Qingjiang.581440_CSWD
LOCATION,Lusi,Jiangsu,CHN,CSWD,582650,32.07,121.60,8.0,5.5,CHN_Jiangsu.Lusi.582650_CSWD
LOCATION,Nanjing,Jiangsu,CHN,CSWD,582380,32.83,118.80,8.0,7.1,CHN_Jiangsu.Nanjing.582380_CSWD
LOCATION,Xuzhou,Jiangsu,CHN,CSWD,580270,34.28,117.15,8.0,41.2,CHN_Jiangsu.Xuzhou.580270_CSWD
LOCATION,Ganzhou,Jiangxi,CHN,CSWD,579930,25.87,115.00,8.0,137.5,CHN_Jiangxi.Ganzhou.579930_CSWD
LOCATION,Jian,Jiangxi,CHN,CSWD,577990,27.05,114.92,8.0,71.2,CHN_Jiangxi.Jian.577990_CSWD
LOCATION,Jingdezhen,Jiangxi,CHN,CSWD,585270,29.30,117.20,8.0,61.5,CHN_Jiangxi.Jingdezhen.585270_CSWD
LOCATION,Nanchang,Jiangxi,CHN,CSWD,586060,28.60,115.92,8.0,46.9,CHN_Jiangxi.Nanchang.586060_CSWD
LOCATION,Nancheng,Jiangxi,CHN,CSWD,587150,27.58,116.65,8.0,80.8,CHN_Jiangxi.Nancheng.587150_CSWD
LOCATION,NANCHENG,-,CHN,SWERA,587150,27.58,116.65,8.0,82.0,CHN_Jiangxi.Nancheng.587150_SWERA
LOCATION,NANJING/NANKING,-,CHN,SWERA,582380,32.00,118.80,8.0,12.0,CHN_Jiangxi.Nanjing.582380_SWERA
LOCATION,Suichuan,Jiangxi,CHN,CSWD,578960,26.33,114.50,8.0,126.1,CHN_Jiangxi.Suichuan.578960_CSWD
LOCATION,Yichun,Jiangxi,CHN,CSWD,577930,27.80,114.38,8.0,131.3,CHN_Jiangxi.Yichun.577930_CSWD
LOCATION,Yushan,Jiangxi,CHN,CSWD,586340,28.68,118.33,8.0,116.3,CHN_Jiangxi.Yushan.586340_CSWD
LOCATION,Baicheng,Jilin,CHN,CSWD,509360,45.63,122.83,8.0,155.3,CHN_Jilin.Baicheng.509360_CSWD
LOCATION,Changchun,Jilin,CHN,CSWD,541610,43.90,125.22,8.0,236.8,CHN_Jilin.Changchun.541610_CSWD
LOCATION,Donggang,Jilin,CHN,CSWD,542840,42.10,127.57,8.0,774.2,CHN_Jilin.Donggang.542840_CSWD
LOCATION,Dunhua,Jilin,CHN,CSWD,541860,43.37,128.20,8.0,524.9,CHN_Jilin.Dunhua.541860_CSWD
LOCATION,Linjiang,Jilin,CHN,CSWD,543740,41.00,126.92,8.0,332.7,CHN_Jilin.Linjiang.543740_CSWD
LOCATION,Qian Gorlos,Jilin,CHN,CSWD,509490,45.08,124.87,8.0,136.2,CHN_Jilin.Qian.Gorlos.509490_CSWD
LOCATION,Siping,Jilin,CHN,CSWD,541570,43.17,124.33,8.0,165.7,CHN_Jilin.Siping.541570_CSWD
LOCATION,Yanji,Jilin,CHN,CSWD,542920,42.88,129.47,8.0,176.8,CHN_Jilin.Yanji.542920_CSWD
LOCATION,KASHI,-,CHN,SWERA,517090,39.47,75.98,8.0,1291.0,CHN_Kinjiang.Uygar.Kashi.517090_SWERA
LOCATION,KUQA,-,CHN,SWERA,516440,41.72,82.95,8.0,1100.0,CHN_Kinjiang.Uygur.Kuqa.516440_SWERA
LOCATION,YINING,-,CHN,SWERA,514310,43.95,81.33,8.0,663.0,CHN_Kinjiang.Uygur.Yining.514310_SWERA
LOCATION,HOTAN,-,CHN,SWERA,518280,37.13,79.93,8.0,1375.0,CHN_Kinjiang.Uyhur.Hotan.518280_SWERA
LOCATION,Benxi,Liaoning,CHN,CSWD,543460,41.32,123.78,8.0,185.4,CHN_Liaoning.Benxi.543460_CSWD
LOCATION,Chaoyang,Liaoning,CHN,CSWD,543240,41.55,120.45,8.0,169.9,CHN_Liaoning.Chaoyang.543240_CSWD
LOCATION,Dalian,Liaoning,CHN,CSWD,546620,38.90,121.63,8.0,91.5,CHN_Liaoning.Dalian.546620_CSWD
LOCATION,DALIAN/DAIREN/LUDA,-,CHN,SWERA,546620,38.90,121.63,8.0,97.0,CHN_Liaoning.Dalian.546620_SWERA
LOCATION,Dandong,Liaoning,CHN,CSWD,544970,40.05,124.33,8.0,13.8,CHN_Liaoning.Dandong.544970_CSWD
LOCATION,Jinzhou,Liaoning,CHN,CSWD,543370,41.68,121.12,8.0,65.9,CHN_Liaoning.Jinzhou.543370_CSWD
LOCATION,Kuandian,Liaoning,CHN,CSWD,544930,40.72,124.78,8.0,260.1,CHN_Liaoning.Kuandian.544930_CSWD
LOCATION,Shenyang,Liaoning,CHN,CSWD,543420,41.73,123.45,8.0,44.7,CHN_Liaoning.Shenyang.543420_CSWD
LOCATION,SHENYANG,-,CHN,IWEC Data,543420,41.78,123.48,8.0,43.0,CHN_Liaoning.Shenyang.543420_IWEC
LOCATION,Xingcheng,Liaoning,CHN,CSWD,544550,40.58,120.70,8.0,10.5,CHN_Liaoning.Xingcheng.544550_CSWD
LOCATION,Xinmin,Liaoning,CHN,CSWD,543330,41.98,122.83,8.0,30.7,CHN_Liaoning.Xinmin.543330_CSWD
LOCATION,Yingkou,Liaoning,CHN,CSWD,544710,40.67,122.27,8.0,3.3,CHN_Liaoning.Yingkou.544710_CSWD
LOCATION,Zhangwu,Liaoning,CHN,CSWD,542360,42.42,122.53,8.0,79.4,CHN_Liaoning.Zhangwu.542360_CSWD
LOCATION,Abag Qi Hot,Nei Mongol,CHN,CSWD,531920,44.02,114.95,8.0,1126.1,CHN_Nei.Mongol.Abag.Qi.Hot.531920_CSWD
LOCATION,Arxan,Nei Mongol,CHN,CSWD,507270,47.17,119.93,8.0,997.2,CHN_Nei.Mongol.Arxan.507270_CSWD
LOCATION,Bailingmiao,Nei Mongol,CHN,CSWD,533520,41.70,110.43,8.0,1376.6,CHN_Nei.Mongol.Bailingmiao.533520_CSWD
LOCATION,BAILING-MIAO,-,CHN,SWERA,533520,41.70,110.43,8.0,1377.0,CHN_Nei.Mongol.Bailingmiao.533520_SWERA
LOCATION,Bairin Zuo Qi,Nei Mongol,CHN,CSWD,540270,43.98,119.40,8.0,486.2,CHN_Nei.Mongol.Bairin.Zuo.Qi.540270_CSWD
LOCATION,Bayan Mod,Nei Mongol,CHN,CSWD,524950,40.17,104.80,8.0,1323.0,CHN_Nei.Mongol.Bayan.Mod.524950_CSWD
LOCATION,Bugt,Nei Mongol,CHN,CSWD,506320,48.77,121.92,8.0,739.7,CHN_Nei.Mongol.Bugt.506320_CSWD
LOCATION,BUGT,-,CHN,SWERA,506320,48.77,121.92,8.0,739.0,CHN_Nei.Mongol.Bugt.506320_SWERA
